row,col,colonysize,plateid,query,array,normalizedcolonysize,score,supp
3,25,385,30847,YDL185W,YBR130C,561.4939918,0.019456744659692,-
3,26,397,30847,YDL185W,YBR130C,593.8006296,0.866025251336396,-
3,27,280,30847,YDL185W,YBR023C,448.8206751,0.533266875892878,-
3,28,259,30847,YDL185W,YBR023C,420.2094973,-0.149491583462805,-
3,29,306,30847,YDL185W,YBR129C,476.7965687,0.311450667213649,-
3,30,270,30847,YDL185W,YBR129C,421.9653914,0.177598122507334,-
3,31,363,30847,YDL185W,YBR022W,550.5593586,-0.33677049074322,-
3,32,349,30847,YDL185W,YBR022W,530.8936512,-0.0856616534292698,-
3,33,324,30847,YDL185W,YBR128C,501.4902964,-0.112841951195151,-
3,34,274,30847,YDL185W,YBR128C,442.5369088,-0.792863734066486,-
3,35,325,30847,YDL185W,YBR020W,525.5156398,0.272603054065257,-
3,36,228,30847,YDL185W,YBR020W,-,0.762955432757735,-
3,37,212,30847,YDL185W,YBR126C,382.6110825,-0.935175538528711,-
3,38,112,30847,YDL185W,YBR126C,243.3377198,0.785920370835811,-
3,39,232,30847,YDL185W,YBR019C,400.9448609,-0.660340793430805,-
3,40,251,30847,YDL185W,YBR019C,418.5860838,-0.575079444795847,-
3,41,351,30847,YDL185W,YBR125C,555.0713279,-0.234210621099919,-
3,42,314,30847,YDL185W,YBR125C,514.6690353,0.341992828063667,-
3,43,339,30847,YDL185W,YBR018C,542.9211897,0.853666295763105,-
3,44,353,30847,YDL185W,YBR018C,556.2611582,0.670968828257173,-
3,45,306,30847,YDL185W,YBR122C,491.5079911,0.160396833904088,-
3,46,340,30847,YDL185W,YBR122C,515.6975222,-0.894185551907867,-
3,47,349,30847,YDL185W,YOR202W,-,-0.475161283742636,-
3,48,428,30847,YDL185W,YOR202W,-,-0.878349393140525,-
4,1,420,30847,YDL185W,YOR202W,-,0.65381121635437,-
4,2,389,30847,YDL185W,YOR202W,-,0.688091999851167,-
4,3,317,30847,YDL185W,YBR030W,455.38254,0.905245258938521,-
4,4,323,30847,YDL185W,YBR030W,459.2253928,-0.056262178812176,-
4,5,404,30847,YDL185W,YBR138C,555.5085469,-0.534690741915256,-
4,6,416,30847,YDL185W,YBR138C,561.1059838,0.640507706906646,-
4,7,375,30847,YDL185W,YBR028C,507.5958708,0.887400081381202,-
4,8,359,30847,YDL185W,YBR028C,484.8190743,-0.90891611110419,-
4,9,365,30847,YDL185W,YBR137W,505.4106199,0.568998244591057,-
4,10,405,30847,YDL185W,YBR137W,556.5621943,0.970023060683161,-
4,11,410,30847,YDL185W,YBR027C,-,-0.646678762044758,-
4,12,375,30847,YDL185W,YBR027C,506.3408702,0.355913691688329,-
4,13,378,30847,YDL185W,YBR134W,525.1996714,-0.0266848313622177,-
4,14,363,30847,YDL185W,YBR134W,516.3192456,-0.0326548162847757,-
4,15,316,30847,YDL185W,YBR026C,458.8340898,0.139530412387103,-
4,16,335,30847,YDL185W,YBR026C,484.2507959,0.630082958377898,-
4,17,374,30847,YDL185W,YBR132C,532.720316,-0.868492517154664,-
4,18,417,30847,YDL185W,YBR132C,591.2423413,-0.262521863449365,-
4,19,280,30847,YDL185W,YBR025C,421.0238828,0.0853421995416284,-
4,20,260,30847,YDL185W,YBR025C,406.7001593,0.5141730341129,-
4,21,115,30847,YDL185W,YBR131W,213.7052852,0.204281345475465,-
4,22,248,30847,YDL185W,YBR131W,389.145168,-0.945013465359807,-
4,23,410,30847,YDL185W,YBR024W,587.7230145,0.514194019138813,-
4,24,415,30847,YDL185W,YBR024W,584.7548567,-0.926206623204052,-
4,25,399,30847,YDL185W,YBR130C,566.6570831,0.767167122103274,-
4,26,391,30847,YDL185W,YBR130C,572.7515522,0.192404680885375,-
4,27,289,30847,YDL185W,YBR023C,448.3710979,0.0943286586552858,-
4,28,316,30847,YDL185W,YBR023C,487.5601715,-0.156889621634036,-
4,29,295,30847,YDL185W,YBR129C,449.0352205,-0.66538919787854,-
4,30,263,30847,YDL185W,YBR129C,400.0877641,-0.593073269352317,-
4,31,338,30847,YDL185W,YBR022W,503.3102781,-0.566399805247784,-
4,32,381,30847,YDL185W,YBR022W,560.1592766,0.2398118567653,-
4,33,303,30847,YDL185W,YBR128C,459.1270983,0.365824817679822,-
4,34,345,30847,YDL185W,YBR128C,523.5288675,0.186530697159469,-
4,35,320,30847,YDL185W,YBR020W,502.5030963,-0.12403020542115,-
4,36,331,30847,YDL185W,YBR020W,527.3957305,-0.997842400800437,-
4,37,163,30847,YDL185W,YBR126C,297.1470246,0.256780789233744,-
4,38,164,30847,YDL185W,YBR126C,297.2013095,-0.496411487925798,-
4,39,216,30847,YDL185W,YBR019C,362.397406,-0.328830844257027,-
4,40,308,30847,YDL185W,YBR019C,479.6368523,0.728739839512855,-
4,41,386,30847,YDL185W,YBR125C,588.0248358,0.114252991974354,-
4,42,331,30847,YDL185W,YBR125C,519.1620932,-0.754342124331743,-
4,43,351,30847,YDL185W,YBR018C,537.1943245,0.533079728949815,-
4,44,389,30847,YDL185W,YBR018C,578.7162431,0.62717548198998,-
4,45,306,30847,YDL185W,YBR122C,468.1412476,0.119175668805838,-
4,46,333,30847,YDL185W,YBR122C,484.0418328,0.855011323001236,-
4,47,390,30847,YDL185W,YOR202W,-,0.997609133366495,-
4,48,417,30847,YDL185W,YOR202W,-,-0.489803517237306,-
5,1,424,30847,YDL185W,YOR202W,-,0.39149376237765,-
5,2,442,30847,YDL185W,YOR202W,-,-0.155806677881628,-
5,3,422,30847,YDL185W,YAL017W,559.3287793,0.756647099740803,-
5,4,396,30847,YDL185W,YAL017W,532.3424121,0.0744452592916787,-
5,5,410,30847,YDL185W,YBL032W,549.3496969,0.984507799614221,-
5,6,412,30847,YDL185W,YBL032W,547.4595816,0.837240841239691,-
5,7,376,30847,YDL185W,YAL015C,506.3684853,0.282165191601962,-
5,8,389,30847,YDL185W,YAL015C,531.65934,0.274493160657585,-
5,9,282,30847,YDL185W,YBL031W,391.0559521,-0.65109526226297,-
5,10,317,30847,YDL185W,YBL031W,438.7636325,-0.140674032270908,-
5,11,395,30847,YDL185W,YAL014C,-,-0.298485377803445,-
5,12,358,30847,YDL185W,YAL014C,489.9260125,-0.983554609585553,-
5,13,362,30847,YDL185W,YBL029W,508.6945511,0.087017897516489,-
5,14,397,30847,YDL185W,YBL029W,568.7678921,-0.948566786479205,-
5,15,252,30847,YDL185W,YAL013W,368.5208733,0.790480009745806,-
5,16,254,30847,YDL185W,YAL013W,369.8353665,-0.162566159386188,-
5,17,407,30847,YDL185W,YBL028C,575.8363381,0.303304063621908,-
5,18,386,30847,YDL185W,YBL028C,-,0.490518568549305,-
5,19,309,30847,YDL185W,YAL011W,453.0154701,0.949121282435954,-
5,20,308,30847,YDL185W,YAL011W,463.8520512,-0.494174997787923,-
5,21,281,30847,YDL185W,YBL027W,432.5095983,0.15047059673816,-
5,22,323,30847,YDL185W,YBL027W,482.2733699,-0.836458342149854,-
5,23,136,30847,YDL185W,YAL010C,216.7347401,-0.380188234616071,-
5,24,136,30847,YDL185W,YAL010C,212.6760556,0.110695633571595,-
5,25,46,30847,YDL185W,YBL025W,94.20528623,-0.110648565925658,-
5,26,51,30847,YDL185W,YBL025W,-,-0.950829637702554,-
5,27,407,30847,YDL185W,YAL008W,610.3332541,0.64596206927672,-
5,28,406,30847,YDL185W,YAL008W,612.0014038,0.695296938065439,-
5,29,385,30847,YDL185W,YBL024W,571.3577637,0.970640604849905,-
5,30,366,30847,YDL185W,YBL024W,538.4127187,-0.164301893673837,-
5,31,338,30847,YDL185W,YAL007C,499.427973,-0.439903825521469,-
5,32,353,30847,YDL185W,YAL007C,518.6424928,0.50685193343088,-
5,33,326,30847,YDL185W,YBL021C,484.9041861,0.578419140074402,-
5,34,320,30847,YDL185W,YBL021C,483.915382,0.133034329861403,-
5,35,340,30847,YDL185W,YAL005C,523.7383226,0.156562177464366,-
5,36,341,30847,YDL185W,YAL005C,534.204781,0.324690334033221,-
5,37,353,30847,YDL185W,YBL019W,553.3548315,0.841543075162917,-
5,38,324,30847,YDL185W,YBL019W,508.4926169,0.646355945151299,-
5,39,340,30847,YDL185W,YAL004W,522.5578701,0.437310602515936,-
5,40,325,30847,YDL185W,YAL004W,496.2193929,-0.27877543354407,-
5,41,251,30847,YDL185W,YBL017C,396.5431954,-0.663257803302258,-
5,42,132,30847,YDL185W,YBL017C,-,0.228470218833536,-
5,43,85,30847,YDL185W,YAL002W,168.3623204,0.643968477845192,-
5,44,101,30847,YDL185W,YAL002W,197.6806122,0.61624761344865,-
5,45,148,30847,YDL185W,YBL016W,260.1263708,0.0948081105016172,-
5,46,264,30847,YDL185W,YBL016W,388.3845604,-0.074205735232681,-
5,47,376,30847,YDL185W,YOR202W,-,-0.255263182800263,-
5,48,395,30847,YDL185W,YOR202W,-,0.974938189610839,-
6,1,471,30847,YDL185W,YOR202W,-,-0.09372967062518,-
6,2,452,30847,YDL185W,YOR202W,-,0.0193334994837642,-
6,3,392,30847,YDL185W,YAL017W,503.2494749,0.775590334553272,-
6,4,409,30847,YDL185W,YAL017W,535.3741113,-0.854764686897397,-
6,5,437,30847,YDL185W,YBL032W,578.0861969,0.0126098426990211,-
6,6,391,30847,YDL185W,YBL032W,515.113665,0.000105937942862511,-
6,7,388,30847,YDL185W,YAL015C,526.5472107,-0.613922575954348,-
6,8,363,30847,YDL185W,YAL015C,504.1025695,0.976337062194943,-
6,9,390,30847,YDL185W,YBL031W,-,-0.929817856289446,-
6,10,279,30847,YDL185W,YBL031W,392.8774167,0.00240097939968109,-
6,11,351,30847,YDL185W,YAL014C,490.215769,-0.48888944555074,-
6,12,339,30847,YDL185W,YAL014C,474.5907411,-0.220411889255047,-
6,13,416,30847,YDL185W,YBL029W,598.3824767,0.943329807836562,-
6,14,423,30847,YDL185W,YBL029W,617.8099277,0.673467111773789,-
6,15,219,30847,YDL185W,YAL013W,322.488676,-0.641111883334816,-
6,16,200,30847,YDL185W,YAL013W,292.1268292,0.667095363140106,-
6,17,398,30847,YDL185W,YBL028C,568.0505623,0.711285408120602,-
6,18,407,30847,YDL185W,YBL028C,577.9093624,0.709569800645113,-
6,19,317,30847,YDL185W,YAL011W,461.6061612,-0.842456762678921,-
6,20,302,30847,YDL185W,YAL011W,451.0405518,-0.971178514882922,-
6,21,259,30847,YDL185W,YBL027W,394.7718914,-0.483572062570602,-
6,22,228,30847,YDL185W,YBL027W,343.820529,0.666830364614725,-
6,23,207,30847,YDL185W,YAL010C,303.5420754,-0.154765266925097,-
6,24,196,30847,YDL185W,YAL010C,284.0993825,-0.992016989272088,-
6,25,54,30847,YDL185W,YBL025W,91.97805017,-0.22427350608632,-
6,26,51,30847,YDL185W,YBL025W,90.51316477,-0.803331709466875,-
6,27,381,30847,YDL185W,YAL008W,576.1908145,-0.859606151934713,-
6,28,417,30847,YDL185W,YAL008W,633.0831134,0.256900478620082,-
6,29,395,30847,YDL185W,YBL024W,590.4079362,-0.0670788483694196,-
6,30,375,30847,YDL185W,YBL024W,555.3102133,-0.157227069139481,-
6,31,371,30847,YDL185W,YAL007C,548.4542607,0.0604372834786773,-
6,32,399,30847,YDL185W,YAL007C,585.6538539,-0.634233266115189,-
6,33,318,30847,YDL185W,YBL021C,473.9416983,0.762268931139261,-
6,34,308,30847,YDL185W,YBL021C,466.2633297,0.478137293830514,-
6,35,291,30847,YDL185W,YAL005C,452.44112,-0.0718915681354702,-
6,36,272,30847,YDL185W,YAL005C,432.2059975,-0.302813173737377,-
6,37,380,30847,YDL185W,YBL019W,591.087364,0.59417581371963,-
6,38,355,30847,YDL185W,YBL019W,549.8951384,-0.294724788982421,-
6,39,331,30847,YDL185W,YAL004W,507.6415108,-0.789326292462647,-
6,40,308,30847,YDL185W,YAL004W,470.639908,0.351096400525421,-
6,41,230,30847,YDL185W,YBL017C,362.5537034,0.907924294937402,-
6,42,241,30847,YDL185W,YBL017C,376.0947799,-0.660512142349035,-
6,43,98,30847,YDL185W,YAL002W,167.717278,-0.290357592049986,-
6,44,116,30847,YDL185W,YAL002W,197.4212252,0.00562259927392006,-
6,45,237,30847,YDL185W,YBL016W,351.1427324,0.832098717335612,-
6,46,311,30847,YDL185W,YBL016W,425.783521,0.333629813045263,-
6,47,337,30847,YDL185W,YOR202W,-,0.455574379302561,-
6,48,467,30847,YDL185W,YOR202W,-,-0.682802197057754,-
7,1,414,30847,YDL185W,YOR202W,-,-0.791954386979342,-
7,2,450,30847,YDL185W,YOR202W,-,-0.259442043025047,-
7,3,397,30847,YDL185W,YBR045C,501.0220091,0.154970027972013,-
7,4,412,30847,YDL185W,YBR045C,536.9431041,-0.552924573421478,-
7,5,391,30847,YDL185W,YBR156C,-,0.775561920367181,-
7,6,371,30847,YDL185W,YBR156C,495.8674083,-0.16731266444549,-
7,7,327,30847,YDL185W,YBR044C,447.4361737,-0.883439446333796,-
7,8,331,30847,YDL185W,YBR044C,467.8545125,-0.192576659843326,-
7,9,407,30847,YDL185W,YBR151W,600.2943532,0.371003521140665,-
7,10,389,30847,YDL185W,YBR151W,569.606225,-0.563092196825892,-
7,11,295,30847,YDL185W,YBR043C,420.7205659,0.567602823488414,-
7,12,304,30847,YDL185W,YBR043C,435.800464,0.487195803783834,-
7,13,318,30847,YDL185W,YBR150C,466.9504615,0.973213606048375,-
7,14,264,30847,YDL185W,YBR150C,392.2692287,0.141341303475201,-
7,15,285,30847,YDL185W,YBR042C,426.5383621,0.572002236265689,-
7,16,290,30847,YDL185W,YBR042C,428.2115692,-0.731143019162118,-
7,17,355,30847,YDL185W,YBR149W,514.220226,-0.669199155643582,-
7,18,359,30847,YDL185W,YBR149W,516.2081543,-0.545345170423388,-
7,19,336,30847,YDL185W,YBR041W,491.6130224,0.802409112453461,-
7,20,356,30847,YDL185W,YBR041W,531.5625995,-0.288788027130067,-
7,21,402,30847,YDL185W,YBR148W,606.1033331,-0.944829271640629,-
7,22,392,30847,YDL185W,YBR148W,580.6898476,0.930929351598024,-
7,23,430,30847,YDL185W,YBR040W,-,-0.651224284432828,-
7,24,412,30847,YDL185W,YBR040W,583.1272702,0.460890365298837,-
7,25,337,30847,YDL185W,YBR147W,482.2396236,0.622141480911523,-
7,26,363,30847,YDL185W,YBR147W,537.0352159,-0.477835949510336,-
7,27,77,30847,YDL185W,YBR036C,124.4034388,-0.993433898780495,-
7,28,63,30847,YDL185W,YBR036C,103.8880258,-0.408452160190791,-
7,29,308,30847,YDL185W,YBR146W,470.1455782,-0.523962751496583,-
7,30,304,30847,YDL185W,YBR146W,459.8376168,-0.31089723855257,-
7,31,319,30847,YDL185W,YBR034C,482.0924191,0.399040121119469,-
7,32,324,30847,YDL185W,YBR034C,488.126838,-0.401968632359058,-
7,33,360,30847,YDL185W,YBR145W,543.1628246,0.0235345256514847,-
7,34,347,30847,YDL185W,YBR145W,531.1523461,-0.332791933324188,-
7,35,362,30847,YDL185W,YBR033W,564.1080473,0.460227947216481,-
7,36,351,30847,YDL185W,YBR033W,555.0977519,0.642604825086892,-
7,37,342,30847,YDL185W,YBR144C,543.0017818,-0.0147838378325105,-
7,38,301,30847,YDL185W,YBR144C,477.1869856,-0.192329183220863,-
7,39,370,30847,YDL185W,YBR032W,570.3930356,-0.0125770610757172,-
7,40,344,30847,YDL185W,YBR032W,526.9774413,0.400543347932398,-
7,41,348,30847,YDL185W,YBR141C,537.3708447,0.34321180684492,-
7,42,422,30847,YDL185W,YBR141C,644.2284887,0.950539864599705,-
7,43,326,30847,YDL185W,YBR031W,483.7848412,0.353519479744136,-
7,44,365,30847,YDL185W,YBR031W,523.6774668,-0.026578959543258,-
7,45,388,30847,YDL185W,YBR139W,535.1444474,0.570848247501999,-
7,46,397,30847,YDL185W,YBR139W,517.8906826,0.406603674404323,-
7,47,380,30847,YDL185W,YOR202W,-,-0.808749623131007,-
7,48,392,30847,YDL185W,YOR202W,-,0.131100969389081,-
8,1,437,30847,YDL185W,YOR202W,-,-0.947279945481569,-
8,2,443,30847,YDL185W,YOR202W,-,-0.339362570550293,-
8,3,431,30847,YDL185W,YBR045C,525.5534221,0.668733123224229,-
8,4,405,30847,YDL185W,YBR045C,512.7094508,0.807168518193066,-
8,5,386,30847,YDL185W,YBR156C,502.1789495,0.613048272207379,-
8,6,375,30847,YDL185W,YBR156C,499.8364067,0.515318972989917,-
8,7,330,30847,YDL185W,YBR044C,451.0564559,-0.0302342572249472,-
8,8,312,30847,YDL185W,YBR044C,438.9387975,-0.375000917352736,-
8,9,382,30847,YDL185W,YBR151W,562.5316569,-0.437427924945951,-
8,10,367,30847,YDL185W,YBR151W,537.5042701,0.605450658593327,-
8,11,313,30847,YDL185W,YBR043C,448.5246474,-0.880977324675769,-
8,12,301,30847,YDL185W,YBR043C,432.6226713,0.732870957814157,-
8,13,298,30847,YDL185W,YBR150C,437.7131683,-0.0226402594707906,-
8,14,293,30847,YDL185W,YBR150C,435.5311768,-0.383345815818757,-
8,15,335,30847,YDL185W,YBR042C,500.4283073,0.866211653221399,-
8,16,323,30847,YDL185W,YBR042C,474.260879,-0.898534426931292,-
8,17,358,30847,YDL185W,YBR149W,514.3252158,-0.575232036411762,-
8,18,381,30847,YDL185W,YBR149W,-,-0.180559098254889,-
8,19,430,30847,YDL185W,YBR041W,-,0.516716152895242,-
8,20,337,30847,YDL185W,YBR041W,495.2815122,0.7124785752967,-
8,21,398,30847,YDL185W,YBR148W,591.4997028,-0.560585565399379,-
8,22,397,30847,YDL185W,YBR148W,579.4214273,-0.214084716513753,-
8,23,414,30847,YDL185W,YBR040W,586.3190933,0.785722243133932,-
8,24,413,30847,YDL185W,YBR040W,577.921337,-0.0615793559700251,-
8,25,288,30847,YDL185W,YBR147W,406.6552,0.105433497112244,-
8,26,368,30847,YDL185W,YBR147W,538.9374317,0.357943281996995,-
8,27,74,30847,YDL185W,YBR036C,113.6317978,-0.593678086064756,-
8,28,69,30847,YDL185W,YBR036C,107.6721763,-0.857448414899409,-
8,29,319,30847,YDL185W,YBR146W,483.2139597,-0.047576411627233,-
8,30,310,30847,YDL185W,YBR146W,465.7042536,0.0217204531654716,-
8,31,355,30847,YDL185W,YBR034C,532.4975638,-0.0917342589236796,-
8,32,303,30847,YDL185W,YBR034C,455.0019804,-0.740990767721087,-
8,33,338,30847,YDL185W,YBR145W,509.0443384,0.985478367656469,-
8,34,371,30847,YDL185W,YBR145W,564.1940101,0.53478980017826,-
8,35,355,30847,YDL185W,YBR033W,551.3335402,-0.197090636007488,-
8,36,366,30847,YDL185W,YBR033W,575.2664845,-0.16507305437699,-
8,37,324,30847,YDL185W,YBR144C,513.4251628,-0.394917681347579,-
8,38,340,30847,YDL185W,YBR144C,532.3395182,0.0522021404467523,-
8,39,363,30847,YDL185W,YBR032W,557.1952088,0.851368661504239,-
8,40,398,30847,YDL185W,YBR032W,602.3798161,0.433583859819919,-
8,41,354,30847,YDL185W,YBR141C,542.5658212,-0.480197635944933,-
8,42,378,30847,YDL185W,YBR141C,575.4057362,-0.530929254367948,-
8,43,338,30847,YDL185W,YBR031W,496.509487,0.267271697055548,-
8,44,353,30847,YDL185W,YBR031W,498.1156641,0.203645899891853,-
8,45,336,30847,YDL185W,YBR139W,454.6007121,0.802451474126428,-
8,46,260,30847,YDL185W,YBR139W,336.7024208,0.201068114023656,-
8,47,424,30847,YDL185W,YOR202W,-,0.748255648184568,-
8,48,425,30847,YDL185W,YOR202W,-,0.815732882823795,-
9,1,459,30847,YDL185W,YOR202W,-,0.00812845258042216,-
